pl_name,pl_orbper,disc_method,disc_year,pl_orbeccen,pl_eqt,Confirmed,st_mass,st_teff,st_rad,st_lum,st_age,pl_radius_rearth
HD 125612 c,4.15466,rv,2009,0.149,815.5,0,1.05,5900.0,1.07,0.06,1.77,4.06923
HD 125612 d,2822.72698,rv,2009,0.115,815.5,0,1.05,5900.0,1.07,0.06,1.77,12.6673
HD 145934 b,2751.53433,rv,2015,0.078,815.5,0,2.058,4823.75,6.930587,1.35455,1.56,13.3399
HD 142 A d,108.45299,rv,2022,0.13,815.5,0,1.21,6245.0,1.47,0.47418,3.12,10.884910000000001
HD 13724 c,142.22895,rv,2022,0.651,815.5,0,1.004,5835.31,1.04198,0.05467,3.98,8.17209
GJ 2030 b,2.38129,rv,2022,0.239,815.5,0,0.96,5485.0,2.24104,0.6123,3.98,2.02901
HD 126614 b,1257.25303,rv,2009,0.548,815.5,0,0.96,5568.0,1.369794,0.08279,7.2,12.7794
HD 214823 b,1854.84424,rv,2016,0.161,815.5,0,1.115,6215.0,2.04,0.63849,2.7,12.106800000000002
HD 191806 b,1603.38923,rv,2016,0.213,815.5,0,1.07,6010.0,1.40223,0.3483,2.9,12.555200000000003
HD 219828 c,4789.87297,rv,2016,0.811,815.5,0,1.04,5891.0,1.56,0.42,5.69,12.218900000000001
TOI-2583 A b,4.5207265,tran,2023,0.0,1456.0,0,1.215,5936.0,1.477,0.38828,4.4,14.460900000000002
TOI-2587 A b,5.45664,tran,2023,0.0,1445.0,0,1.15,5760.0,1.726,0.47129,6.7,12.073170000000001
TOI-2096 b,3.1190633,tran,2023,0.15,445.0,0,0.231,3300.0,0.235,-2.22768,4.0,1.2431129962
TOI-2096 c,6.38784,tran,2023,0.1,349.0,0,0.231,3300.0,0.235,-2.22768,4.0,1.9141740874000002
K2-411 b,3.2141,tran,2022,0.0,815.5,0,1.018,5711.0,1.375,0.25809,3.98,0.9898899699000001
Kepler-138 d,23.0923,tran,2014,0.01,345.0,0,0.535,3841.0,0.535,-1.25181,4.68,1.5101373261000002
TOI-700 b,9.977219,tran,2020,0.075,417.0,0,0.415,3459.0,0.421,-1.64016,1.5,0.9140831296000002
TOI-2842 b,3.5514058,tran,2023,0.0,1471.0,0,1.135,5910.0,1.265,0.24551,4.7,12.84666
HD 18438 b,803.0,rv,2023,0.1,815.5,0,1.84,3860.0,88.475,2.96802,5.5,12.106800000000002
TOI-4603 b,7.24599,tran,2023,0.325,1677.0,0,1.765,6264.0,2.738,1.01703,1.64,11.68082
K2-413 b,0.8094,tran,2022,0.0,815.5,0,0.808,4116.0,0.7,-0.83322,3.98,0.7599690585000001
K2-413 c,5.3301,tran,2022,0.0,815.5,0,0.808,4116.0,0.7,-0.83322,3.98,1.2328121272
TOI-700 d,37.42396,tran,2020,0.042,268.8,0,0.415,3459.0,0.421,-1.64016,1.5,1.0730975401
TOI-2977 b,2.3505614,tran,2023,0.0,1544.0,0,0.936,5691.0,1.073,0.03703,9.8,13.160540000000001
K2-412 b,5.9382,tran,2022,0.0,815.5,0,0.893,5590.0,0.977,-0.07054,3.98,2.116192412
K2-414 c,6.669,tran,2022,0.0,815.5,0,0.814,4343.0,0.732,-0.70538,3.98,1.9288754419
MASCARA-1 b,2.14877381,tran,2017,0.00034,2594.3,0,1.9,7490.0,2.082,1.08279,0.8,17.90237
TOI-3688 A b,3.246075,tran,2023,0.0,1534.0,0,1.199,5950.0,1.302,0.2833,3.3,13.082070000000002
K2-136 c,17.30713,tran,2017,0.047,470.0,0,0.742,4500.0,0.677,-0.7765,0.65,3.0002727613
HD 114082 b,109.75,rv,2022,0.395,815.5,0,1.47,6651.0,1.49,0.5832,0.015,11.21
Proxima Cen b,11.1868,rv,2016,0.02,234.0,0,0.1221,2900.0,0.141,-2.79588,3.98,1.026836
TOI-3807 b,2.8989727,tran,2023,0.0,1646.0,0,1.181,5772.0,1.468,0.33244,5.6,18.4965
K2-415 b,4.0179694,tran,2023,0.0,412.4,0,0.1635,3173.0,0.1965,-2.45469,3.98,1.0150922919
TOI-1260 b,3.127463,tran,2021,0.0,871.0,0,0.679,4227.0,0.672,-0.88941,6.7,2.4102191657
TOI-4342 b,5.5382498,tran,2023,0.0,633.6,0,0.6296,3901.0,0.599,-1.12726,3.98,2.2662060893000002
TOI-4087 b,3.1774835,tran,2023,0.0,1458.0,0,1.178,6060.0,1.112,0.17609,0.8,13.04844
Kepler-68 d,632.62,rv,2013,0.102,815.5,0,1.057,5847.0,1.2564,0.23106,6.84,13.900400000000001
TOI-4463 A b,2.8807198,tran,2023,0.0,1395.0,0,1.056,5640.0,1.062,0.01115,4.1,13.26143
K2-263 b,50.818947,tran,2018,0.15,470.0,0,0.88,5368.0,0.85,-0.25964,7.0,2.4102191657
HD 109833 c,13.900148,tran,2022,0.3,756.7,0,1.08,5881.0,1.0,0.07188,0.027,2.5902355112000004
HD 80653 b,0.719573,tran,2020,0.0,2463.0,0,1.18,5959.0,1.22,0.24,2.67,1.6131466887
GJ 1002 c,21.202,rv,2022,0.0,181.7,0,0.12,3024.0,0.137,-2.85201,3.98,1.0985800000000001
L 363-38 b,8.781,rv,2023,0.0,330.0,0,0.21,3129.0,0.274,-1.88606,8.07,2.00659
TOI-181 b,4.532,tran,2023,0.1543,895.1,0,0.822,4994.0,0.745,-0.52578,5.4,7.106019000000001
TOI-733 b,4.884765,tran,2023,0.046,1055.8,0,0.956,5585.0,0.949,-0.08619,4.4,1.9921811144000003
HD 191939 b,8.8803256,tran,2020,0.031,880.0,0,0.81,5348.0,0.94,-0.18709,8.7,3.4103101235
HD 191939 c,28.579743,tran,2020,0.034,600.0,0,0.81,5348.0,0.94,-0.18709,8.7,3.195290553
HD 23472 e,7.90754,tran,2022,0.07,723.0,0,0.67,4684.0,0.71,-0.62525,3.98,0.8180744120000001
HD 191939 d,38.353037,tran,2020,0.031,540.0,0,0.81,5348.0,0.94,-0.18709,8.7,2.9952723166000004
GJ 463 b,3448.0,rv,2022,0.09,815.5,0,0.49,3540.0,0.49,-1.52293,3.98,13.0036
TOI-1811 b,3.7130765,tran,2023,0.052,962.2,0,0.817,4766.0,0.769,-0.56019,5.9,11.142740000000002
TOI-5238 b,4.872171,tran,2022,0.0,1042.0,0,1.0,5631.0,1.02283,-0.02335,3.98,5.220474692100001
GJ 3090 b,2.8531054,tran,2022,0.32,693.0,0,0.519,3556.0,0.516,-1.34199,3.98,2.130193702
HD 167768 b,20.6532,rv,2022,0.149,815.5,0,1.08,4851.0,9.7,1.66932,5.31,13.900400000000001
HATS-54 b,2.5441765,tran,2019,0.0,1429.0,0,1.05,5621.0,1.23,0.11461,7.96,11.37815
TOI-2025 b,8.8720982,tran,2022,0.394,1166.0,0,1.199,5977.0,1.459,0.38739,4.5,11.89381
TOI-2152 A b,3.3773512,tran,2023,0.057,1802.0,0,1.516,6630.0,1.612,0.65321,0.83,14.36001
TOI-5542 b,75.12375,tran,2022,0.018,441.0,0,0.89,5700.0,1.058,1.057,10.8,11.31089
NGTS-24 b,3.4678796,tran,2022,0.0,1499.0,0,1.26,5820.0,1.64,0.44592,4.77,13.60894
TOI-2154 b,3.8240801,tran,2023,0.117,1580.0,0,1.233,6280.0,1.396,0.43457,2.9,16.288130000000002
TOI-2497 b,10.655669,tran,2023,0.195,1595.0,0,1.859,7360.0,2.36,1.16732,1.0,11.142740000000002
NGTS-25 b,2.823093,tran,2022,0.0,1101.0,0,0.91,5321.0,0.86,-0.29158,3.49,11.46783
TOI-277 b,3.994,tran,2022,0.0,587.92,0,0.16,4031.0,0.362,-1.3504,3.98,2.6502409597
Wolf 1069 b,15.564,rv,2023,0.0,250.1,0,0.167,3158.0,0.1813,-2.53106,3.98,1.075039
TOI-836 c,8.59545,tran,2023,0.078,665.0,0,0.678,4552.0,0.665,-0.85276,5.4,2.5872352668
TOI-2338 b,22.65398,tran,2023,0.676,799.0,0,0.99,5581.0,1.05,-0.01323,7.0,11.21
KIC 3526061 b,3552.0,rv,2022,0.85,815.5,0,1.42,4829.0,5.86,1.21484,3.98,12.106800000000002
TOI-1695 b,3.1342791,tran,2022,0.097,698.0,0,0.513,3690.0,0.515,-1.3536,3.98,1.9001727974
TOI-836 b,3.81673,tran,2023,0.053,871.0,0,0.678,4552.0,0.665,-0.85276,5.4,1.7041549616000002
TOI-1937 A b,0.94667944,tran,2023,0.0,2097.0,0,1.072,5814.0,1.08,0.0799,3.6,13.978870000000002
TOI-969 c,1700.0,rv,2022,0.628,96.4,0,0.734,4435.0,0.671,-0.70042,2.03,12.443100000000001
HD 206893 c,2090.0,ima,2022,0.41,1181.9,0,1.32,6500.0,1.31116,0.4561,0.155,16.366600000000002
TOI-4184 b,4.9019804,tran,2023,0.0,412.0,0,0.2109,3238.0,0.2347,-2.2644,6.7,2.4302209445000003
TOI-4010 c,5.414654,tran,2023,0.03,907.0,0,0.88,4960.0,0.83,-0.3996,6.1,5.930539296800001
GJ 367 c,11.5301,rv,2023,0.09,815.5,0,0.455,3522.0,0.458,-1.5391,3.98,1.8608600000000002
GJ 367 d,34.369,rv,2023,0.14,815.5,0,0.455,3522.0,0.458,-1.5391,3.98,2.33168
Kepler-323 c,3.5538229,tran,2014,0.095,1431.0,0,1.015,6004.0,1.12,0.15091,5.4,1.5701427746
Kepler-20 d,77.611455,tran,2011,0.082,430.0,0,0.929,5495.0,0.9164,-0.16451,5.6,2.6062370015000003
TOI-715 b,19.288004,tran,2023,0.0,234.0,0,0.225,3075.0,0.24,-2.30899,6.2,1.5501409958
TOI-4010 b,1.348335,tran,2023,0.03,1441.0,0,0.88,4960.0,0.83,-0.3996,6.1,3.0202746522000004
HN Lib b,36.116,rv,2023,0.079,234.4,0,0.291,3347.0,0.299,-1.99542,4.4,2.1971600000000002
Kepler-102 d,10.311767,tran,2014,0.092,686.0,0,0.803,4909.0,0.724,-0.58436,1.1,1.1541049236
TOI-2194 b,15.337597,tran,2023,0.0,590.88,0,0.74,4756.0,0.6909,-0.68955,3.98,1.9893808564000004
TOI-2459 b,19.104718,tran,2023,0.0,445.01,0,0.66,4195.0,0.6751,-0.89565,3.98,2.9533685519
GJ 649 b,600.1,rv,2009,0.083,815.5,0,0.51,3734.0,0.5,-1.361,0.44,10.82886
TOI-4010 e,762.0,rv,2023,0.26,174.0,0,0.88,4960.0,0.83,-0.3996,6.1,13.3399
GJ 849 b,1925.31,rv,2006,0.029,815.5,0,0.45,3467.0,0.45,-1.59,3.0,13.900400000000001
TOI-1052 c,35.806,rv,2023,0.237,719.0,0,1.204,6146.0,1.264,0.38373,2.3,6.47938
Kepler-107 b,3.1800218,tran,2014,0.1,1592.0,0,1.238,5854.0,1.447,0.36449,4.29,1.5361397058000001
Kepler-37 d,39.7922622,tran,2013,0.1,499.0,0,0.79,5357.0,0.789,-0.32187,7.6,2.0301845838
TOI-4308 b,9.151201,tran,2023,0.0,763.05,0,0.9,5243.0,0.7934,-0.36795,3.98,2.4191200178
GJ 328 b,3771.0,rv,2013,0.227,815.5,0,0.65,3897.0,0.63,-1.08,3.98,13.2278
GJ 849 c,5990.0,rv,2014,0.092,815.5,0,0.45,3467.0,0.45,-1.59,3.0,13.788300000000001
Kepler-103 c,179.60978,tran,2014,0.095,434.0,0,1.212,6009.0,1.492,0.42431,6.03,5.450495596700001
Kepler-20 f,19.578328,tran,2011,0.094,681.0,0,0.929,5495.0,0.9164,-0.16451,5.6,0.9520865990000001
TOI-5803 b,5.38305,tran,2023,0.0,678.87,0,0.87,5134.0,0.7625,-0.43899,3.98,3.2734976785000005
BD-210397 b,1891.0,rv,2023,0.1,815.5,0,0.679,4051.0,0.747,-0.86967,6.2,14.012500000000001
GJ 328 c,241.8,rv,2023,0.0,815.5,0,0.65,3897.0,0.63,-1.08,3.98,4.90998
TOI-1470 b,2.527093,tran,2023,0.3,734.0,0,0.471,3709.0,0.469,-1.42481,1.3,2.1801982611
TOI-1470 c,18.08816,tran,2023,0.5,373.0,0,0.471,3709.0,0.469,-1.42481,1.3,2.4702246142
Kepler-102 f,27.453592,tran,2014,0.1,495.0,0,0.803,4909.0,0.724,-0.58436,1.1,0.8610783261
Kepler-102 b,5.286965,tran,2014,0.1,857.0,0,0.803,4909.0,0.724,-0.58436,1.1,0.46004180920000004
HD 74698 c,3449.0,rv,2023,0.2,815.5,0,1.039,5783.0,1.333,0.25285,7.847,13.900400000000001
HD 94771 b,2164.0,rv,2023,0.39,815.5,0,1.2,5631.0,1.903,0.51587,5.733,14.2367
HD 36384 b,490.0,rv,2023,0.2,815.5,0,1.14,3940.0,38.4,2.58915,0.113,12.6673
Kepler-37 b,13.36702,tran,2013,0.098,718.0,0,0.79,5357.0,0.789,-0.32187,7.6,0.30982814550000004
Kepler-68 c,9.605027,tran,2013,0.099,1052.0,0,1.057,5847.0,1.2564,0.23106,6.84,0.9790890228000001
HD 207496 b,6.441008,tran,2023,0.231,743.0,0,0.8,4819.0,0.769,-0.50858,0.52,2.250204599
WASP-84 b,8.52349648,tran,2014,0.0,732.0,0,0.853,5280.0,0.768,-0.325,2.1,10.71676
GJ 9404 b,13.4586,rv,2023,0.49,815.5,0,0.62,3811.0,0.626041,-1.0,3.98,3.4751000000000003
HD 196050 b,1392.0,rv,2002,0.2,815.5,0,1.27,5879.0,1.42,0.26,4.3,12.8915
Kepler-1655 b,11.8728787,tran,2018,0.19,938.0,0,1.03,6148.0,1.03,0.14315,2.56,2.2132012858000003
Kepler-1876 b,6.99205,tran,2021,0.098,1299.0,0,1.187,6104.0,1.477,0.42894,4.4,0.8530775249
TOI-5678 b,47.73022,tran,2023,0.14,513.0,0,0.905,5485.0,0.938,-0.13069,8.5,4.910446448100001
AF Lep b,8030.0,ima,2023,0.24,1400.0,0,1.2,6130.0,1.25,0.29,0.024,13.1157
rho CrB b,39.8438,rv,1997,0.038,614.0,1,0.95,5817.0,1.34,0.26007,10.2,13.788300000000001
HD 6860 b,663.87,rv,2023,0.28,815.5,0,2.49,3802.0,86.4,3.22398,3.98,11.882600000000002
Kepler-323 b,1.678328,tran,2014,0.095,1838.0,0,1.015,6004.0,1.12,0.15091,5.4,1.3811255838
HD 165131 b,2342.6,rv,2023,0.6708,815.5,0,1.06,5870.0,1.06419,0.08329,2.7,12.106800000000002
HD 89839 b,3441.0,rv,2023,0.187,815.5,0,1.21,6314.0,1.28588,0.37479,1.6,12.8915
rho CrB d,282.2,rv,2023,0.0,815.5,0,0.95,5817.0,1.34,0.26007,10.2,4.9324
rho CrB e,12.949,rv,2023,0.126,815.5,0,0.95,5817.0,1.34,0.26007,10.2,1.7711800000000002
Kepler-454 b,10.5737534,tran,2015,0.32,916.0,0,1.03,5687.0,1.066,0.05259,5.25,2.370215496
TOI-1416 b,1.0697568,tran,2023,0.0,1517.0,0,0.798,4884.0,0.793,-0.46008,6.9,1.6201473337
K2-3 c,24.646729,tran,2015,0.048,371.8,0,0.549,3844.0,0.546,-1.23136,6.9,1.5821438643
K2-3 b,10.0546535,tran,2015,0.107,501.3,0,0.549,3844.0,0.546,-1.23136,6.9,2.0781889426
WASP-79 b,3.662392,tran,2012,0.0,1716.2,0,1.39,6600.0,1.51,0.66447,1.4,17.151300000000003
TOI-2095 b,17.66484,tran,2023,0.0,347.0,0,0.44,3759.0,0.44,-1.45892,1.0,1.2501136412
K2-36 b,1.422614,tran,2016,0.093,1328.0,0,0.79,4916.0,0.718,-0.57,1.4,1.4301299867
K2-417 b,6.535,tran,2023,0.0,558.0,0,0.569,3861.0,0.5776,-1.20204,3.98,3.3103010053000004
K2-3 d,44.55603,tran,2015,0.091,305.2,0,0.549,3844.0,0.546,-1.23136,6.9,1.4581325667
K2-38 c,10.56103,tran,2016,0.086,949.0,0,1.054,5705.0,1.141,0.03743,6.1,2.490226393
HD 3167 b,0.959641,tran,2016,0.0,1774.0,0,0.837,5261.0,0.88,-0.27003,7.8,1.6701518928000003
K2-110 b,13.86375,tran,2017,0.13,638.0,0,0.738,5010.0,0.713,-0.56708,8.0,2.5922357115000003
HD 15906 b,10.924709,tran,2023,0.11,668.0,0,0.79,4757.0,0.762,-0.56864,3.98,2.2402037096000003
TOI-411 b,4.040295,tran,2022,0.126,1241.0,0,1.098,6169.0,1.117,0.20919,2.5,1.3621238491000003
HD 3167 c,29.8454,tran,2016,0.06,564.0,0,0.837,5261.0,0.88,-0.27003,7.8,3.0002727613
TOI-1221 b,91.68278,tran,2023,0.21,440.0,0,0.93,5592.0,1.031,-0.01689,10.0,2.9102646446000002
TOI-2000 b,3.09833,tran,2023,0.0,1488.0,0,1.082,5611.0,1.134,0.05956,5.3,2.70161
TOI-5293 A b,2.930289,tran,2023,0.38,675.0,0,0.54,3586.0,0.52,-1.37414,2.9,11.882600000000002
K2-141 b,0.2803244,tran,2018,0.0,2103.0,0,0.708,4570.0,0.681,-0.75,6.3,1.5101373261000002
LP 791-18 b,0.9479981,tran,2019,0.0,564.3,0,0.139,2960.0,0.182,-2.63827,0.5,1.2121101718
LP 791-18 c,4.9899093,tran,2019,8e-05,324.4,0,0.139,2960.0,0.182,-2.63827,0.5,2.4382217457
LHS 1815 b,3.814334,tran,2020,0.0,617.0,0,0.502,3643.0,0.501,-1.38722,3.98,1.0880989863000001
Kepler-68 b,5.39875259,tran,2013,0.09,1275.0,0,1.057,5847.0,1.2564,0.23106,6.84,2.3572143622
WISE J033605.05-014350.4 b,2560.0,ima,2023,0.0,325.0,0,0.0131,415.0,0.95,-0.0734,3.0,12.555200000000003
LP 791-18 d,2.753436,tran,2023,0.0015,395.5,0,0.139,2960.0,0.182,-2.63827,0.5,1.0320938263000001
TOI-1235 b,3.444714,tran,2020,0.049,775.0,0,0.63,3997.0,0.619,-1.05404,5.3,1.6901536716000003
TOI-1634 b,0.9893455,tran,2021,0.0,924.0,0,0.451,3472.0,0.45,-1.5784,3.98,1.7731612554000002
TOI-2641 b,4.880974,tran,2023,0.18,1387.0,0,1.16,6100.0,1.336,0.34044,10.8,18.10415
WASP-193 b,6.2463345,tran,2023,0.056,1254.0,0,1.059,6078.0,1.239,0.27416,4.4,16.411440000000002
Kepler-20 e,6.0984882,tran,2011,0.092,1004.0,0,0.929,5495.0,0.9164,-0.16451,5.6,0.8210746564000001
DMPP-4 b,3.4982,rv,2023,0.063,815.5,0,1.25,6400.0,1.38,0.45939,2.15,3.5311500000000002
TOI-778 b,4.633611,tran,2023,0.21,1561.0,0,1.4,6643.0,1.71,0.76042,1.95,15.357700000000003
K2-2016-BLG-0005L b,4700.0,micro,2023,0.0,815.5,0,0.584,5552.0,0.95,-0.0734,3.98,13.788300000000001
TOI-2373 b,13.33668,tran,2023,0.112,860.0,0,1.041,5651.0,1.102,0.05115,5.9,10.425300000000002
TOI-4438 b,7.44628,tran,2024,0.14,435.0,0,0.368,3422.0,0.372,-1.76802,5.1,2.5202291733
HD 47366 c,677.53,rv,2016,0.161,815.5,0,1.81,4866.0,7.3,1.41664,1.61,13.5641
TOI-199 c,273.69,ttv,2023,0.096,815.5,0,0.936,5255.0,0.82,-0.33819,0.8,11.3221
HD 63433 d,4.209075,tran,2023,0.16,1040.0,0,0.99,5688.0,0.912,-0.12494,0.414,1.0730975401
HD 104067 b,55.851,rv,2009,0.123,815.5,0,0.82,4952.0,0.78,-0.51256,4.33,9.1922
HD 190007 b,11.724128,rv,2020,0.136,815.5,0,0.77,4610.0,0.79,-0.68,1.0,4.05802
TOI-4201 b,3.5819194,tran,2023,0.041,725.0,0,0.61,3794.0,0.63,-1.11919,1.4,13.676200000000001
TOI-5398 b,10.590547,tran,2022,0.13,947.0,0,1.146,6000.0,1.051,0.11725,0.65,10.300936596300001
TOI-1853 b,1.2436258,tran,2023,0.03,1479.0,0,0.837,4985.0,0.808,-0.43227,3.98,3.4603146826000004
HIP 113103 b,7.610303,tran,2023,0.17,721.0,0,0.761,4930.0,0.742,-0.57629,0.47,1.8291663033
TOI-5344 b,3.792622,tran,2023,0.054,689.0,0,0.612,3747.0,0.588,-1.21254,10.9,10.60466
TOI-5398 c,4.77271,tran,2023,0.14,1242.0,0,1.146,6000.0,1.051,0.11725,0.65,3.5203201311000005
Kepler-139 d,7.305699922,tran,2023,0.0,972.0,0,1.078,5622.0,1.045,0.01598,5.1,1.6951541163000001
HD 134606 b,12.089,rv,2024,0.092,815.5,0,1.046,5576.0,1.158,0.06483,7.3,2.9706500000000005
gam Cep b,913.0,rv,2003,0.15,815.5,0,1.27,4775.0,4.74,1.073,5.7,12.6673
HIP 113103 c,14.245648,tran,2023,0.17,585.0,0,0.761,4930.0,0.742,-0.57629,0.47,2.4002182763000004
Kepler-1513 b,160.8842,tran,2016,0.306,346.0,0,0.943,5491.0,0.95,-0.12901,7.0,8.594781546500002
TOI-5126 b,5.4588385,tran,2023,0.0,1442.0,0,1.24,6150.0,1.241,0.29885,0.8,4.740430992
Kepler-1513 c,841.4,ttv,2023,0.125,815.5,0,0.943,5491.0,0.95,-0.12901,7.0,11.03064
HD 134606 e,4.3203,rv,2024,0.2,815.5,0,1.046,5576.0,1.158,0.06483,7.3,1.33399
Kepler-849 b,394.62508,tran,2016,0.078,362.7,0,1.259,5950.0,1.822,0.57287,4.7,8.082410000000001
Kepler-553 c,328.24017,tran,2016,0.346,251.0,0,0.889,5191.0,0.902,-0.27084,8.8,11.57993
6 Lyn b,919.86,rv,2008,0.042,815.5,0,1.32,4941.0,4.94,1.1186,2.353,13.452
81 Cet b,1005.57,rv,2008,0.037,815.5,0,1.23,4734.0,11.21,1.76027,3.98,13.1157
TOI-1801 b,10.64387,tran,2023,0.0,493.7,0,0.556,3863.0,0.547,-1.23003,0.7,2.0850600000000004
TOI-5126 c,17.8999,tran,2023,0.0,971.0,0,1.24,6150.0,1.241,0.29885,0.8,3.8603510433000006
PH2 b,282.52542,tran,2013,0.215,295.1,0,0.966,5734.0,0.949,-0.05849,4.1,9.33793
Kepler-111 c,224.77833,tran,2014,0.176,352.2,0,1.118,5914.0,1.145,0.15836,3.4,7.084720000000001
HD 104985 b,199.68,rv,2003,0.047,815.5,0,1.22,4738.0,11.12,1.76989,3.98,12.7794
eps Tau b,585.82,rv,2006,0.076,815.5,0,2.57,4877.0,12.35,1.89271,3.98,12.6673
GJ 724 b,5.101284,rv,2023,0.577,611.0,0,0.5271,3799.0,0.52226,-1.2909,3.98,3.27332
HAT-P-65 b,2.60544751,tran,2016,0.304,1818.0,0,1.297,5872.0,1.666,0.47276,3.9,18.05931
TOI-1136 e,18.801,tran,2022,0.0425,737.0,0,1.022,5770.0,0.968,-0.02687,0.7,2.6392400262000004
HD 167042 b,417.67,rv,2007,0.01,815.5,0,1.39,4919.0,4.63,1.0569,2.2,13.5641
HD 173416 b,322.03,rv,2008,0.208,815.5,0,2.0,4683.0,13.5,1.892,1.73,13.452
HD 110067 b,9.113678,tran,2023,0.0,800.0,0,0.798,5266.0,0.788,-0.36224,8.1,2.2002000399000003
TOI-4641 b,22.09341,tran,2023,0.074,950.11,0,1.41,6560.0,1.72,0.69461,2.69,8.183300000000001
HD 110067 c,13.673694,tran,2023,0.0,699.0,0,0.798,5266.0,0.788,-0.36224,8.1,2.3882171866
Wolf 327 b,0.5734745,tran,2024,0.0,996.0,0,0.405,3542.0,0.406,-1.62986,4.1,1.2401127518000001
TOI-1136 d,12.5199,tran,2022,0.042,843.0,0,1.022,5770.0,0.968,-0.02687,0.7,4.627420740000001
HD 32518 b,157.35,rv,2009,0.028,815.5,0,1.13,4580.0,10.22,1.66577,5.83,13.2278
HD 210702 b,355.5,rv,2007,0.071,815.5,0,1.33,4912.0,4.54,1.03543,2.1,13.5641
HD 81688 b,183.93,rv,2007,0.04,815.5,0,1.07,4797.0,11.13,1.78032,1.48,13.452
CI Tau c,25.2,rv,2024,0.58,815.5,0,0.9,3807.0,1.880857,-0.25458,0.0025,13.0036
TOI-1994 b,4.0337142,tran,2024,0.341,2290.0,0,1.86,7700.0,2.3,1.22272,0.94,13.676200000000001
TOI-4515 b,15.266446,tran,2024,0.461,705.0,0,0.949,5433.0,0.86,-0.23582,1.2,12.174060000000003
TOI-1136 f,26.321,tran,2022,0.001,658.0,0,1.022,5770.0,0.968,-0.02687,0.7,3.7362545497000004
kap CrB b,1253.68,rv,2007,0.04,815.5,0,1.33,4840.0,4.68,1.03583,3.42,13.452
xi Aql b,136.97,rv,2007,0.059,815.5,0,1.74,4841.0,10.86,1.76745,7.1,13.452
HD 88986 b,146.05,rv,2023,0.24,460.0,0,1.25,5861.0,1.543,0.3934,7.9,2.490226393
HD 110067 g,54.76992,tran,2023,0.0,440.0,0,0.798,5266.0,0.788,-0.36224,8.1,2.6072370456000002
LHS 1678 b,0.8602325,tran,2021,0.033,830.44,0,0.345,3490.0,0.329,-1.83863,7.0,0.6850622691
11 Com b,323.21,rv,2007,0.238,815.5,0,2.09,4874.0,13.76,1.97823,3.98,12.218900000000001
AU Mic b,8.46308,tran,2020,0.00577,600.0,0,0.51,3678.0,0.744,-1.0381,0.0201,3.9571300000000003
AU Mic c,18.85969,tran,2021,0.00338,459.0,0,0.51,3678.0,0.744,-1.0381,0.0201,2.52225
GJ 9827 b,1.208974,tran,2017,0.0,1035.01,0,0.62,4236.0,0.58,-1.00436,5.465,1.4401309882000002
HD 44219 b,472.0,rv,2010,0.41,815.5,0,1.2,5752.0,1.32,0.26,8.4,14.124600000000001
HD 5608 b,768.7,rv,2012,0.11,815.5,0,1.29,4807.0,5.43,1.15473,1.72,13.676200000000001
nu Oph c,3180.6,rv,2012,0.179,815.5,0,2.61,4887.0,12.24,1.89476,0.65,11.994700000000002
75 Cet b,696.62,rv,2012,0.093,815.5,0,1.92,4809.0,10.38,1.7145,3.98,13.2278
AU Mic d,12.73596,ttv,2023,0.00305,815.5,0,0.51,3678.0,0.744,-1.0381,0.0201,1.0223520000000001
NGC 2682 Sand 1429 b,77.48,rv,2024,0.0,683.0,0,1.26,6000.0,2.13,0.73989,4.3,13.452
HD 111998 b,810.0,rv,2016,0.13,815.5,0,1.4,6557.0,1.45,0.51231,1.7,12.8915
HIP 70849 b,3649.0,rv,2009,0.65,815.5,0,0.65,4105.0,0.633112,-1.04817,3.0,12.8915
HD 114783 c,4352.0,rv,2018,0.05,815.5,0,0.9,5135.0,0.840622,-0.3725,6.0,13.452
omi UMa b,1569.81,rv,2012,0.149,815.5,0,2.72,5075.0,13.84,2.06266,3.98,13.0036
TOI-2141 b,18.26157,tran,2023,0.21,722.0,0,0.94,5659.0,0.98,-0.05,6.4,3.1163800000000004
LTT 3780 c,12.252284,tran,2020,0.024,359.0,0,0.381,3358.0,0.38,-1.78252,3.1,2.3902173869000003
V1298 Tau e,53.5,tran,2019,0.1,492.0,0,1.26,4941.0,1.43,0.03902,0.0125,9.9769
HD 4732 c,3184.2,rv,2012,0.187,815.5,0,1.39,4898.0,5.03,1.11826,1.47,13.1157
HD 4732 b,371.74,rv,2012,0.266,815.5,0,1.39,4898.0,5.03,1.11826,1.47,13.3399
ome Ser b,278.59,rv,2013,0.18,815.5,0,1.01,4724.0,10.99,1.73384,3.98,14.012500000000001
LHS 3154 b,3.71778,rv,2023,0.076,815.5,0,0.1118,2861.0,0.1405,-2.72125,5.0,3.6880900000000003
Teegarden's Star b,4.90634,rv,2019,0.03,277.0,0,0.097,3034.0,0.12,-3.14146,8.0,1.0503770000000001
Teegarden's Star c,11.416,rv,2019,0.04,209.0,0,0.097,3034.0,0.12,-3.14146,8.0,1.0223520000000001
HIP 54597 b,3274.0,rv,2023,0.03,815.5,0,0.8,4799.0,0.66,-0.68194,4.3,13.2278
HD 2952 b,312.08,rv,2013,0.269,815.5,0,1.91,4853.0,10.9,1.76782,3.98,13.900400000000001
TOI-544 c,50.089,rv,2023,0.32,815.5,0,0.631,4169.0,0.623,-0.90049,9.0,4.92119
