pl_name,pl_orbper,disc_method,disc_year,pl_orbeccen,pl_eqt,Confirmed,st_mass,st_teff,st_rad,st_lum,st_age,pl_radius_rearth
K2-14 b,8.36802,tran,2015,0.14,488.0,0,0.47,3789.0,0.45,-0.96847,3.98,4.810429146600001
CoRoT-14 b,1.51214,tran,2010,0.0,1952.0,0,1.13,6035.0,1.21,0.11884,4.2,12.218900000000001
K2-172 c,29.62682,tran,2018,0.0,815.5,0,0.934356,5569.0,0.868889,-0.20215,3.98,3.2059769339
Kepler-1961 b,5.604710102,tran,2021,0.0,866.0,0,0.871,5401.0,0.777,-0.27557,3.98,1.6189280220000002
HD 184010 b,286.6,rv,2022,0.0,815.5,0,1.35,4971.0,4.86,1.11694,2.76,12.106800000000002
Kepler-638 b,6.07972888,tran,2016,0.0,1111.0,0,0.88,5382.0,0.93,0.53162,11.75,1.8301632086000001
nu Oct A b,402.4,rv,2016,0.195,815.5,1,1.57,4910.0,5.04,1.12057,2.7,13.3399
TOI-3023 b,3.9014971,tran,2023,0.0,1596.0,0,1.12,5760.0,1.668,0.44404,7.0,16.43386
Kepler-1598 b,4.34195123,tran,2016,0.0,1236.0,0,1.07,5940.0,1.09,-0.03931,3.8,0.9500847172
Kepler-1209 b,25.369116,tran,2016,0.0,755.0,0,1.23,6210.0,1.38,0.34256,3.09,1.5101347478
EPIC 201238110 b,28.1656,tran,2019,0.0,815.5,0,0.41,3587.0,0.374,-1.50834,3.98,1.8701668783
PSR J2322-2650 b,0.322963997,pul,2017,0.0017,815.5,0,1.4,5552.0,0.95,-0.0734,3.98,13.900400000000001
Kepler-1802 b,15.45020008,tran,2021,0.0,581.0,0,0.649,4245.0,0.637,-0.925,13.9,1.6711519369
Kepler-330 b,8.25978,tran,2014,0.0,714.0,0,0.848,5117.0,0.722,-0.44191,3.47,1.3452
Kepler-457 d,10.6906004,tran,2021,0.0,1008.0,0,1.148,6474.0,1.242,0.2987,3.98,2.9849439831
Kepler-1420 b,6.69960006,tran,2016,0.0,806.0,0,0.82,5187.0,0.79,-0.23199,4.9,1.2801141795000002
TOI-904 b,10.8772,tran,2023,0.0,429.43,0,0.557,3770.2,0.527,-1.29243,1.5,2.4262206560000004
EPIC 206032309 b,2.87814,tran,2019,0.0,815.5,0,0.221,3489.0,0.37344,-1.73006,3.98,1.0100900536000001
K2-414 b,4.3696,tran,2022,0.0,815.5,0,0.814,4343.0,0.732,-0.70538,3.98,1.2191108168
Kepler-1152 b,1.646801908,tran,2016,0.0,806.0,0,0.55,3964.0,0.53,-1.09668,3.47,0.8700776020000001
K2-50 b,8.7529,tran,2016,0.0,815.5,0,0.611,4326.0,0.546,-0.87356,3.98,1.5901418630000002
Kepler-377 b,12.509529,tran,2014,0.0,875.0,0,1.043,5949.0,1.224,0.21756,5.5,1.3900400000000002
K2-87 b,9.726618,tran,2016,0.0,979.0,0,1.164,5747.0,1.401,-0.09769,3.98,7.6006780739
Kepler-1948 b,15.57129955,tran,2021,0.0,399.0,0,0.585,3872.0,0.557,-0.8617,3.98,1.0329261688
Kepler-391 c,20.485435,tran,2014,0.0,1015.0,0,1.334,4940.0,3.569,0.62348,3.98,3.5423600000000004
TOI-2018 b,7.435583,tran,2023,0.0,576.34,0,0.57,4174.0,0.62,-1.0,3.98,2.2682062896
Kepler-128 b,15.0,tran,2013,0.0,968.0,0,1.184,6072.0,1.659,0.57542,4.07,1.4211292535000002
TOI-1246 c,5.904137,tran,2022,0.0,862.49,0,0.8889,5213.0,0.8649,-0.30103,6.3,2.4513213033000003
Kepler-202 c,16.282493,tran,2014,0.0,505.0,0,0.683,4668.0,0.667,-0.63817,3.24,1.8496500000000002
Kepler-967 b,13.22713379,tran,2016,0.0,638.0,0,0.84,5178.0,0.8,-0.71759,5.89,2.3502096816
HS Psc b,3.986,rv,2024,0.27,815.5,0,0.69,4203.0,0.65,-0.91364,0.133,13.5641
K2-278 b,3.334966,tran,2018,0.0,1711.0,0,1.4,6747.0,1.61,0.39867,3.98,2.9802658259
Kepler-297 c,74.920137,tran,2014,0.0,409.0,0,0.927,5619.0,0.915,-0.09608,1.9,6.53543
Kepler-375 c,19.986326,tran,2014,0.0,720.0,0,0.891,5826.0,0.837,-0.16278,0.4,2.64556
Kepler-552 b,5.263415765,tran,2016,0.0,1103.0,0,1.03,5863.0,1.04,0.06292,3.89,3.9503524340000005
K2-353 b,15.466805,tran,2021,0.0,735.0,0,0.87,5698.0,0.99,-0.07632,3.98,5.550504714900001
HD 208527 b,875.5,rv,2012,0.08,815.5,0,1.6,4035.0,51.1,2.86322,2.0,12.443100000000001
Kepler-1833 b,6.892129898,tran,2021,0.0,1177.0,0,1.286,6164.0,1.446,0.4374,3.89,1.3003918364
Lupus-TR-3 b,3.91405,tran,2007,0.0,815.5,0,0.87,5000.0,0.82,-1.46393,3.98,9.9769
Kepler-800 b,14.13176026,tran,2016,0.0,675.0,0,0.85,5315.0,0.82,-0.35798,4.68,2.8502542637
Kepler-161 c,7.06424,tran,2014,0.0,769.0,0,0.853,5078.0,0.806,-0.44679,0.91,2.0514300000000003
HD 25015 b,6134.427,rv,2019,0.341,815.5,0,0.86,5160.0,0.83,-0.38416,4.0,12.555200000000003
Kepler-1305 b,13.5630972,tran,2016,0.0,733.0,0,0.97,5701.0,0.96,0.08368,4.37,1.8801677677000002
TOI-1272 c,8.6811,rv,2022,0.12,697.0,0,0.8772,5065.0,0.7934,-0.42597,1.1,4.954820000000001
Kepler-1313 b,3.833091178,tran,2016,0.0,1012.0,0,0.92,5453.0,0.85,-0.3248,2.69,1.7601569828
Kepler-1163 b,6.11786898,tran,2016,0.0,1211.0,0,1.22,6302.0,1.35,0.39636,2.88,1.0300919445
Kepler-1890 b,4.820590019,tran,2021,0.0,1328.0,0,1.024,6046.0,1.396,0.26655,2.65,0.8687526921000002
Kepler-112 b,8.408878,tran,2014,0.0,809.0,0,0.782,5544.0,0.841,-0.08612,12.88,2.36531
Kepler-581 b,40.6069821,tran,2016,0.0,521.0,0,1.0,5772.0,1.0,-0.16946,4.07,2.6302345848
HD 147873 b,116.596,rv,2016,0.207,815.5,0,1.38,5972.0,2.29,0.77743,4.0,12.8915
Kepler-1714 b,10.27530003,tran,2021,0.0,1211.0,0,1.448,6150.0,2.086,0.76008,2.29,3.2646699156000003
TOI-1266 b,10.8945,tran,2020,0.039,415.0,0,0.437,3563.0,0.4232,-1.58021,4.6,2.5202291733
TOI-470 b,12.19148,tran,2023,0.0,660.0,0,0.87,5190.0,0.831,-0.35799,1.4,4.340394631300001
Kepler-1484 b,30.4549136,tran,2016,0.0,624.0,0,0.94,5730.0,0.92,0.79551,3.98,2.1101882239
Kepler-354 b,5.47666,tran,2014,0.0,741.0,0,0.652,4648.0,0.674,-0.71394,13.8,1.8384400000000003
Kepler-616 d,51.06740189,tran,2021,0.0,499.0,0,1.061,6004.0,0.977,-0.11149,0.4,2.6532412041000004
Kepler-271 c,7.41086267,tran,2014,0.0,850.0,0,0.9,5555.0,0.87,-0.25319,4.57,0.9500847172
EPIC 201427007 b,0.72091,tran,2021,0.0,815.5,0,0.93,5633.0,0.94,-0.04875,3.98,1.5001364367
Kepler-740 b,3.584101216,tran,2016,0.0,1131.0,0,0.91,5438.0,0.87,-0.12268,4.79,4.5704076889000005
KELT-6 b,7.8457,tran,2014,0.22,1313.0,0,1.42,6102.0,1.73,0.493,6.1,14.573000000000002
Kepler-1592 b,3.05710069,tran,2016,0.0,1202.0,0,1.18,6213.0,1.28,0.50716,2.69,1.540137416
Kepler-305 b,5.487,tran,2013,0.005,836.0,0,0.76,5080.0,0.8,-0.42318,4.37,3.5984100000000003
Kepler-123 c,26.695074,tran,2014,0.0,706.0,0,1.079,6089.0,1.264,0.40952,5.01,1.4797200000000001
LTT 3780 b,0.76837931,tran,2020,0.0,903.0,0,0.381,3358.0,0.38,-1.78252,3.1,1.3251205359
K2-247 b,2.25021,tran,2018,0.0,979.0,0,0.74,4667.0,0.69,-0.88154,3.98,2.1201891133000004
Gl 410 b,6.02,rv,2025,0.0,815.5,0,0.55,3842.0,0.543,-1.239,0.48,2.8361300000000003
Kepler-1855 b,0.727330983,tran,2021,0.0,849.0,0,0.385,3460.0,0.356,-1.2949,13.8,1.2163156033000002
K2-276 b,18.718269,tran,2018,0.0,583.0,0,0.82,5139.0,0.85,-0.40538,3.98,3.7703363127000005
K2-138 d,5.40479,tran,2017,0.043,888.0,0,0.935,5356.3,0.863,-0.28654,2.8,2.3902132392
Kepler-848 b,6.91134416,tran,2016,0.0,1086.0,0,1.01,5695.0,1.2,0.59369,8.32,1.7001516464000002
WASP-132 b,7.1335164,tran,2016,0.0163,682.0,0,0.789,4686.0,0.758,-0.57512,7.2,10.10021
HD 64114 b,45.791,rv,2019,0.12,815.5,0,0.95,5676.0,0.882858,-0.13735,3.98,4.405530000000001
Kepler-750 c,4.08899022,tran,2016,0.0,1537.0,0,1.15,6160.0,1.23,0.34371,3.09,1.6201445312
Kepler-278 c,51.078775,tran,2014,0.51,702.0,0,1.414,4991.0,2.935,0.61972,3.72,3.5872
GJ 180 d,106.3,rv,2020,0.14,815.5,0,0.43,3371.0,0.413049,-1.88606,3.98,2.65677
Kepler-1570 b,26.548955,tran,2016,0.0,836.0,0,0.92,5550.0,0.89,0.41425,4.17,1.0700955021
Kepler-49 b,7.2,tran,2012,0.0,509.0,0,0.607,4095.6,0.618,-1.13077,2.88,2.5792345777000003
Kepler-33 d,21.77596,tran,2011,0.0,853.0,0,1.291,5904.0,1.82,0.556,4.27,5.34717
Kepler-224 e,18.643577,tran,2014,0.0,517.0,0,0.777,5018.0,0.676,-0.51445,2.29,1.97296
Kepler-1487 c,35.8007112,tran,2023,0.0,991.0,0,1.801,5745.0,3.955,0.55664,1.95,7.970724770000001
Kepler-327 d,13.969457,tran,2014,0.0,387.0,0,0.591913,3799.0,0.492,-1.25964,3.02,1.7263400000000002
Kepler-1579 b,0.849907889,tran,2016,0.0,1139.0,0,0.75,4584.0,0.7,-0.94024,2.24,0.8400749338000001
Kepler-1590 b,7.61760804,tran,2016,0.0,1020.0,0,1.11,6053.0,1.16,0.06336,3.39,1.1401017279
